source,symbol,company,isin,industry,desc,announced_at,attachment_text,pdf_url,is_order_win,order_value_inr,counterparty_type
NSE-equities,ISGEC,Isgec Heavy Engineering Limited,INE858B01029,,Updates,2021-07-24 18:10:47,"Isgec Heavy Engineering Limited has informed the Exchange regarding 'Amendment in Joint Venture Agreement between Isgec Heavy Engineering Limited and Titan Metal Fabricators Inc., USA.'.",https://nsearchives.nseindia.com/corporate/ISGEC_24072021181047_Intimation.pdf,False,,unclear
NSE-equities,GAYAPROJ,Gayatri Projects Limited,INE336H01015,Construction,Updates,2021-07-24 16:31:41,"Gayatri Projects Limited has informed the Exchange regarding 'Disclosure as per Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015   SIGNING OF MEMORANDUM OF UNDERSTANDING (MoU) As part of preliminary discussions, the company has signed a MoU with the said Investor on July 23, 2021 to start a due diligence process with a 90 day exclusivity period for signing definitive documents. Any potential deal will be subject to successful completion of due diligence process, ability of the investor to arrange sufficient capital, receipt of approval from investors  investment committee/, multiple statutory/regulatory bodies, agreement on representation & warranties/ indemnities, etc. As per the terms of MOU, if the transaction proceeds towards actual investment, GPL shall use the proceeds from investment primarily for business development, capital expenditure and repayments including reduction and zeroing Debt, working capital requirements of GPL and if so required for such other acts and deeds as the parties mutually agree time-to-time.The company will keep capital markets informed if anything definitive develops in this context. GPL has been committed towards Balance Sheet strengthening and reduction of long-term debt. As of 31 March 2021, GPL had reduced it long term Debt by 25% and had guided towards being long term debt free over the next 2 years.'.",https://nsearchives.nseindia.com/corporate/GAYAPROJ_24072021163141_SEIntimation240721.pdf,False,,unclear
NSE-equities,SAMMAANCAP,Sammaan Capital Limited,INE148I01020,,Updates,2021-07-23 19:00:57,"Indiabulls Housing Finance Limited has informed the Exchange regarding 'Pursuant to Regulations 30 and 57(1) of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby certify that our Company has made timely payment of interest in respect of Secured Redeemable Non-convertible Debentures and Unsecured Redeemable Non-convertible Debentures (NCDs), issued by our Company, through Public Issue, and listed on the Stock Exchange. For more details, please refer attached PDF file.'.",https://nsearchives.nseindia.com/corporate/IBULHSGFIN_23072021190057_IHFL_Exchange_intimation_57_23072021.pdf,False,,unclear
NSE-equities,GENUSPAPER,Genus Paper & Boards Limited,INE949P01018,,Updates,2021-07-23 18:03:03,"Genus Paper & Boards Limited has informed the Exchange regarding 'refer to our earlier intimation dated September 07, 2020 and February 24, 2021 and, we hereby inform you that pursuant to the order dated 23rd February, 2021 of Hon ble National Company Law Tribunal (Allahabad Bench) ( NCLT ), approving the Resolution Plan submitted by Genus Paper & Boards Limited (GPBL) in the matter of NS Papers Limited, (under CIRP, pursuant to the provisions of the Insolvency and Bankruptcy Code, 2016 (IBC), the said acquisition has been completed today and the order of NCLT has been complied with. The above intimation is made in compliance with the applicable provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015.This is for your information and records.'.",https://nsearchives.nseindia.com/corporate/GENUSPAPER_23072021180303_GPBL.pdf,False,,unclear
NSE-equities,RAMSARUP,Ramsarup Industries Limited,INE005D01015,Steel And Steel Products,Suspension of Trading,2021-07-22 22:01:57,"Members of the Exchange are hereby informed that the trading in equity shares of Ramsarup Industries Limited (ISIN: INE005D01015) will continue to remain suspended from trading w.e.f. July 26, 2021 (i.e., closing hours of trading on July 23, 2021) pursuant to NCLT order and announcement dated July 22, 2021��submitted by the Company informing that the approved Resolution Plan provides for Capital reduction of the Company and the entire shareholding of the existing shareholders shall be reduced to nil and no consideration shall be paid for the same.��Also, the equity shares of the Company shall stand delisted.",-,False,,unclear
NSE-equities,RAJRATAN,Rajratan Global Wire Limited,INE451D01011,,Clarification,2021-07-22 18:22:47,"RAJRATAN: The Exchange has sought clarification from Rajratan Global Wire Limited with respect to announcement dated 21-Jul-2021, regarding disclosure under Regulation 30 - MOU signed with Government of Tamil Nadu for setting up a new manufacturing facility for Tyre Bead Wire in the state. On basis of above the Company is required to clarify following: 1. Existing capacity; 2. Existing capacity utilization; 3. Proposed capacity addition; 4. Period within which the proposed capacity is to be added; 5. Investment required; 6. Mode of financing; 7. Rationale. The response of the Company is awaited.",-,False,,unclear
NSE-equities,PSPPROJECT,PSP Projects Limited,INE488V01015,,Updates,2021-07-22 16:22:33,PSP Projects Limited has informed the Exchange regarding 'Intimation of receipt of new work orders'.,https://nsearchives.nseindia.com/corporate/PSPPROJECT_22072021162233_ReceiptofWO_30.pdf,True,,unclear
NSE-equities,TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software,Press Release,2021-07-22 16:20:10,"Tata Consultancy Services Limited has informed the Exchange regarding a press release dated July 22, 2021, titled ""TCS Wins 2020 Google Cloud Breakthrough Partner of the Year Award"".",https://nsearchives.nseindia.com/corporate/TCS_22072021162010_PR22July2021.pdf,False,,unclear
NSE-equities,TATAPOWER,Tata Power Company Limited,INE245A01013,Power,Updates,2021-07-22 16:09:33,"Tata Power Company Limited has informed the Exchange regarding 'Transfer of 100% stake held in Trust Energy Resources Pte Ltd to Tata Power International Pte. Ltd. The Company has signed Share Purchase Agreement (SPA) on 22nd July 2021 with Tata Power International Pte. Ltd. (TPIPL), a wholly owned subsidiary of the Company, for sale of 100% equity shares held in Trust Energy Resources Pte Ltd (TERPL), another wholly owned subsidiary of the Company for a consideration of $ 285.64 million.The above transaction is expected to be concluded in the next two to three weeks, subject to necessary regulatory approvals, if any.TERPL will continue to remain fully owned subsidiary of TPIPL and will be merged into TPIPL in the due course, subject to the regulatory approvals.'.",https://nsearchives.nseindia.com/corporate/TATAPOWER_22072021160933_Reg30TransferofStakeheldinTERPL.pdf,False,,unclear
NSE-equities,CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,,Updates,2021-07-22 14:44:23,CREDITACCESS GRAMEEN LIMITED has informed the Exchange regarding 'Update on Income Tax Demand Notice and Assessment Order'.,https://nsearchives.nseindia.com/corporate/CREDITACC_22072021144423_22072021IntimationStayOrder.pdf,False,,unclear
NSE-equities,ARVINDFASN,Arvind Fashions Limited,INE955V01021,,Updates,2021-07-22 13:23:01,"Arvind Fashions Limited has informed the Exchange regarding 'We wish to inform that, Arvind Lifestyle Brands Limited ( ALBL ), a wholly owned subsidiary of the Company has signed definitive agreements for the strategic sale of assets of its UNLIMITED retail business to V-Mart Retail Limited ( V-Mart ). As part of the transaction, ALBL will sell assets consisting of fixed assets, lease deposits and identified inventory and other current assets of the 74 retail stores and the warehouse to V-Mart at its book value. In return, ALBL would receive cash consideration upon the closure of the transaction. The estimated likely consideration is Rs.150 Crores. Actual consideration may vary based on trued up value as on the transaction date. In addition, there are contingent payments to be received based on certain milestones achieved by V-Mart over next few years, post-acquisition of the assets. '.",https://nsearchives.nseindia.com/corporate/ARVINDFASN_22072021132301_2Reg30UNLIMITED.pdf,False,,unclear
NSE-equities,AHLUCONT,Ahluwalia Contracts (India) Limited,INE758C01029,Construction,Related Party Transactions,2021-07-22 12:37:16,Ahluwalia Contracts (India) Limited has informed the Exchange about related Party Transactions,https://nsearchives.nseindia.com/corporate/AHLUCONT_22072021123716_RelatedParty_Disclosure31032021.pdf,False,,unclear
NSE-equities,DSSL,Dynacons Systems & Solutions Limited,INE417B01040,Computers - Software,Press Release,2021-07-21 19:20:53,"Dynacons Systems & Solutions Limited has informed the Exchange regarding a press release dated July 21, 2021, titled ""Dynacons wins Channel World premier  Hall of Fame 2021  award"".",https://nsearchives.nseindia.com/corporate/DSSL_21072021192053_PRESSRELEASEDSSL21072021.pdf,False,,unclear
NSE-equities,HCLTECH,HCL Technologies Limited,INE860A01027,Computers - Software,Press Release,2021-07-21 16:58:33,"HCL Technologies Limited has informed the Exchange regarding a press release dated July 21, 2021, titled ""HCL Technologies Wins 2020 Google Cloud SpecializationPartner of the Year for Infrastructure Award"".",https://nsearchives.nseindia.com/corporate/HCLTECH_21072021165833_Release21July2021.pdf,False,,unclear
NSE-equities,WIPRO,Wipro Limited,INE075A01022,Computers - Software,Press Release,2021-07-21 16:44:10,"Wipro Limited has informed the Exchange regarding a press release dated July 21, 2021, titled ""Wipro wins Google Cloud Specialization Partner of the Year award for Application Development"".",https://nsearchives.nseindia.com/corporate/WIPRO_21072021164410_PR_21072021_2.pdf,False,,unclear
NSE-equities,STERTOOLS,Sterling Tools Limited,INE334A01015,Fastners,Press Release,2021-07-21 15:36:21,"Sterling Tools Limited has informed the Exchange regarding a press release dated July 21, 2021, titled ""Sterling Gtake E-Mobility Limited bags an order worth INR. 600 Million for High Speed Electric 2W application"".",https://nsearchives.nseindia.com/corporate/STERTOOLS_21072021153621_PressRelease.PDF,True,600000000.0,unclear
NSE-equities,RAJRATAN,Rajratan Global Wire Limited,INE451D01011,,Updates,2021-07-21 15:05:01,Rajratan Global Wire Limited has informed the Exchange regarding 'Disclosure under Regulation 30 - MOU signed with Government of Tamil Nadu'.,https://nsearchives.nseindia.com/corporate/RAJRATAN_21072021150501_20210721MOU.pdf,False,,unclear
NSE-equities,CPCAP,CP Capital Limited,INE521J01018,,Press Release,2021-07-20 21:24:46,"Career Point Limited has informed the Exchange regarding a press release dated July 20, 2021, titled ""Career Point bagged New Order of Rs 4.5 Cr"".",https://nsearchives.nseindia.com/corporate/CAREERP_20072021212446_PRESSRELEASESUNDERGARH.pdf,True,45000000.0,unclear
NSE-equities,CASTEXTECH,Castex Technologies Limited,INE068D01021,,Suspension of Trading,2021-07-20 19:31:57,"Members of the Exchange are hereby informed that the trading in equity shares of Castex Technologies Limited (ISIN: INE068D01021) shall be suspended w.e.f July 22, 2021��pursuant to NCLT order and announcement dated July 20, 2021��submitted by the Company�� informing that the approved Resolution Plan provides for delisting without any exit price to the existing equity shareholders",-,False,,unclear
NSE-equities,ABMINTLTD,ABM International Limited,INE251C01017,,Suspension of Trading,2021-07-20 17:40:47,"Members of the Exchange are hereby informed that the trading in Equity Shares of ABM International Limited will be suspended w.e.f. July 27, 2021 on account of Reduction of Share Capital pursuant to NCLT order.",-,False,,unclear
NSE-equities,PVP,PVP Ventures Limited,INE362A01016,Construction,Updates,2021-07-20 17:21:33,PVP Ventures Limited has informed the Exchange regarding 'Resumption of trading order from NSE and BSE'.,https://nsearchives.nseindia.com/corporate/PVP_20072021172133_CLSORNR.pdf,False,,unclear
NSE-equities,ISGEC,Isgec Heavy Engineering Limited,INE858B01029,,Press Release,2021-07-20 16:40:23,"Isgec Heavy Engineering Limited has informed the Exchange regarding a press release dated July 20, 2021, titled ""Press Release- Isgec Bags a Significant Order for Soda Ash Project from Russia"".",https://nsearchives.nseindia.com/corporate/ISGEC_20072021164023_Intimation.pdf,True,,unclear
NSE-equities,VALUEIND,Value Industries Limited,INE352A01017,Consumer Durables,Corporate Insolvency Resolution Process,2021-07-20 14:50:59,"Imposition of stay by the Hon'ble National Company Law Appellate Tribunal, New Delhi ('NCLAT') on the order dated 08 June 2021 ('Plan Approval Order') passed by the Hon'ble National Company Law Tribunal, Mumbai Bench ('NCLT') approving the resolution plan submitted by Twin Star Technologies Limited ('Resolution Plan') in the consolidated Corporate Insolvency Resolution Process ('CIRP') of Value Industries Limited ('Value') and 12 other Videocon Group Companies (collectively '13 Videocon Group Entities') under the Insolvency and Bankruptcy Code, 2016, as amended, read with the rules and regulations framed thereunder ('Code')",https://nsearchives.nseindia.com/corporate/VALUEIND_20072021145059_ValueIntimationletter.pdf,False,,unclear
NSE-equities,PREMEXPLN,Premier Explosives Limited,INE863B01011,,Updates,2021-07-20 13:50:26,"Premier Explosives Limited has informed the Exchange regarding 'This is to inform you that Premier Explosives Limited has entered into an agreement for Transfer of Technology with Thorimba Global Ltd., a foreign company, for utilising the unique technology developed by them in the manufacture of Ammunition.'.",https://nsearchives.nseindia.com/corporate/PREMEXPLN_20072021135026_BSENSEUpdates20072021.pdf,False,,unclear
